"count","name","year"
18383,"Desplaines St & Jackson Blvd",2016
37458,"Desplaines St & Kinzie St",2016
18866,"Desplaines St & Randolph St",2016
904,"Dodge Ave & Church St",2016
1924,"Dorchester Ave & 49th St",2016
1153,"Dorchester Ave & 63rd St",2016
2735,"Drake Ave & Addison St",2016
2438,"Drake Ave & Montrose Ave",2016
38577,"Dusable Harbor",2016
32988,"DuSable Lake Shore Dr & Belmont Ave",2016
23715,"DuSable Lake Shore Dr & Diversey Pkwy",2016
99663,"DuSable Lake Shore Dr & Monroe St",2016
96368,"DuSable Lake Shore Dr & North Blvd",2016
27408,"DuSable Lake Shore Dr & Wellington Ave",2016
1641,"DuSable Museum",2016
1044,"East Ave & Garfield St",2016
1251,"East Ave & Madison St",2016
2269,"Eastlake Ter & Rogers Ave",2016
270,"Eberhart Ave & 61st St",2016
11879,"Eckhart Park",2016
16430,"Elizabeth May St & Fulton St",2016
39,"Elizabeth St & 47th St",2016
5946,"Ellis Ave & 53rd St",2016
9809,"Ellis Ave & 55th St",2016
9494,"Ellis Ave & 58th St",2016
8374,"Ellis Ave & 60th St",2016
14,"Ellis Ave & 83rd St",2016
396,"Elmwood Ave & Austin St",2016
33710,"Elston Ave & Cortland St",2016
5728,"Elston Ave & Wabansia Ave",2016
3260,"Emerald Ave & 28th St",2016
5603,"Emerald Ave & 31st St",2016
42,"Evans Ave & 75th St",2016
31,"Exchange Ave & 79th St",2016
40590,"Fairbanks Ct & Grand Ave",2016
1106,"Fairfield Ave & Roosevelt Rd",2016
24436,"Federal St & Polk St",2016
19484,"Field Blvd & South Water St",2016
28293,"Field Museum",2016
18173,"Financial Pl & Ida B Wells Dr",2016
1677,"Forest Ave & Chicago Ave",2016
1365,"Forest Ave & Lake St",2016
21634,"Fort Dearborn Dr & 31st St",2016
3801,"Francisco Ave & Foster Ave",2016
35117,"Franklin St & Adams St Temp",2016
30087,"Franklin St & Chicago Ave",2016
46700,"Franklin St & Jackson Blvd",2016
26447,"Franklin St & Lake St",2016
53981,"Franklin St & Monroe St",2016
6269,"Glenwood Ave & Morse Ave",2016
684,"Glenwood Ave & Touhy Ave",2016
31904,"Green St & Madison St",2016
27697,"Green St & Randolph St",2016
7383,"Greenview Ave & Diversey Pkwy",2016
11503,"Greenview Ave & Fullerton Ave",2016
2296,"Greenview Ave & Jarvis Ave",2016
2626,"Greenwood Ave & 47th St",2016
33,"Greenwood Ave & 79th St",2016
5165,"Halsted St & 18th St",2016
2469,"Halsted St & 21st St",2016
2676,"Halsted St & 35th St",2016
905,"Halsted St & 37th St",2016
680,"Halsted St & 47th Pl",2016
47,"Halsted St & 51st St",2016
63,"Halsted St & 56th St",2016
16,"Halsted St & 59th St",2016
238,"Halsted St & 63rd St",2016
39,"Halsted St & 69th St",2016
5136,"Halsted St & Archer Ave",2016
23971,"Halsted St & Clybourn Ave",2016
19512,"Halsted St & Dickens Ave",2016
13832,"Halsted St & Maxwell St",2016
4427,"Halsted St & North Branch St",2016
14759,"Halsted St & Polk St",2016
7821,"Halsted St & Roosevelt Rd",2016
21306,"Halsted St & Roscoe St",2016
13780,"Halsted St & Willow St",2016
20262,"Halsted St & Wrightwood Ave",2016
3427,"Harper Ave & 59th St",2016
9892,"Hermitage Ave & Polk St",2016
14964,"Honore St & Division St",2016
97,"Hoyne Ave & 47th St",2016
8324,"Humboldt Blvd & Armitage Ave",2016
3570,"Humboldt Dr & Luis Munoz Marin Dr",2016
261,"Humphrey Ave & Ontario St",2016
3818,"Indiana Ave & 26th St",2016
5481,"Indiana Ave & 31st St",2016
706,"Indiana Ave & 40th St",2016
47246,"Indiana Ave & Roosevelt Rd",2016
21176,"Jefferson St & Monroe St",2016
1133,"Jeffery Blvd & 67th St",2016
463,"Jeffery Blvd & 71st St",2016
225,"Jeffery Blvd & 76th St",2016
239,"Karlov Ave & Madison St",2016
626,"Kedzie Ave & 21st St",2016
362,"Kedzie Ave & 24th St",2016
1409,"Kedzie Ave & Bryn Mawr Ave",2016
1867,"Kedzie Ave & Chicago Ave",2016
1732,"Kedzie Ave & Foster Ave",2016
498,"Kedzie Ave & Harrison St",2016
2204,"Kedzie Ave & Lake St",2016
2236,"Kedzie Ave & Leland Ave",2016
17658,"Kedzie Ave & Milwaukee Ave",2016
7958,"Kedzie Ave & Palmer Ct",2016
1833,"Kedzie Ave & Roosevelt Rd",2016
101,"Kenton Ave & Madison St",2016
1071,"Keystone Ave & Fullerton Ave",2016
1233,"Keystone Ave & Montrose Ave",2016
493,"Kilbourn Ave & Irving Park Rd",2016
240,"Kilbourn Ave & Milwaukee Ave",2016
4091,"Kimball Ave & Belmont Ave",2016
12220,"Kimbark Ave & 53rd St",2016
38062,"Kingsbury St & Erie St",2016
62336,"Kingsbury St & Kinzie St",2016
543,"Knox Ave & Montrose Ave",2016
3109,"Kosciuszko Park",2016
200,"Kostner Ave & Adams St",2016
125,"Kostner Ave & Lake St",2016
2254,"Laflin St & Cullerton St",2016
1090,"Lake Park Ave & 35th St",2016
5818,"Lake Park Ave & 47th St",2016
8027,"Lake Park Ave & 53rd St",2016
9751,"Lake Park Ave & 56th St",2016
21674,"Lakefront Trail & Bryn Mawr Ave",2016
29343,"Lakeview Ave & Fullerton Pkwy",2016
66,"Laramie Ave & Gladys Ave",2016
102,"Laramie Ave & Kinzie St",2016
115,"Laramie Ave & Madison St",2016
13565,"Larrabee St & Armitage Ave",2016
15785,"Larrabee St & Division St",2016
33946,"Larrabee St & Kingsbury St",2016
11252,"Larrabee St & Menomonee St",2016
8728,"Larrabee St & North Ave",2016
15292,"Larrabee St & Oak St",2016
24771,"Larrabee St & Webster Ave",2016
21039,"LaSalle St & Adams St",2016
41922,"LaSalle St & Illinois St",2016
45783,"LaSalle St & Jackson Blvd",2016
28985,"LaSalle St & Washington St",2016
3554,"Leavitt St & Addison St",2016
1697,"Leavitt St & Archer Ave",2016
8815,"Leavitt St & Armitage Ave",2016
5850,"Leavitt St & Lawrence Ave",2016
12213,"Leavitt St & North Ave",2016
5150,"Lincoln Ave & Addison St",2016
10350,"Lincoln Ave & Belle Plaine Ave",2016
12637,"Lincoln Ave & Belmont Ave",2016
17051,"Lincoln Ave & Diversey Pkwy",2016
18795,"Lincoln Ave & Fullerton Ave",2016
19443,"Lincoln Ave & Roscoe St",2016
10514,"Lincoln Ave & Sunnyside Ave",2016
8788,"Lincoln Ave & Waveland Ave",2016
3257,"Lincoln Ave & Winona St",2016
10152,"Logan Blvd & Elston Ave",2016
902,"Lombard Ave & Garfield St",2016
729,"Lombard Ave & Madison St",2016
1974,"Loomis St & Archer Ave",2016
10143,"Loomis St & Jackson Blvd",2016
13123,"Loomis St & Lexington St",2016
2457,"Manor Ave & Leland Ave",2016
1124,"Maplewood Ave & Peterson Ave",2016
10491,"Marine Dr & Ainslie St",2016
2454,"Marion St & South Blvd",2016
40,"Marshfield Ave & 44th St",2016
58,"Marshfield Ave & 59th St",2016
26,"May St & 69th St",2016
2294,"May St & Cullerton St",2016
13260,"May St & Taylor St",2016
28481,"McClurg Ct & Erie St",2016
31981,"McClurg Ct & Ohio St",2016
12122,"McCormick Place",2016
17099,"Michigan Ave & 14th St",2016
18652,"Michigan Ave & 18th St",2016
21553,"Michigan Ave & Ida B Wells Dr",2016
37470,"Michigan Ave & Jackson Blvd",2016
48502,"Michigan Ave & Lake St",2016
23305,"Michigan Ave & Madison St",2016
77456,"Michigan Ave & Oak St",2016
24200,"Michigan Ave & Pearson St",2016
53392,"Michigan Ave & Washington St",2016
26795,"Mies van der Rohe Way & Chestnut St",2016
28678,"Mies van der Rohe Way & Chicago Ave",2016
398,"Millard Ave & 26th St",2016
77518,"Millennium Park",2016
446,"Milwaukee Ave & Cuyler Ave",2016
17449,"Milwaukee Ave & Grand Ave",2016
5410,"Milwaukee Ave & Rockwell St",2016
16066,"Milwaukee Ave & Wabansia Ave",2016
10159,"MLK Jr Dr & 29th St",2016
818,"MLK Jr Dr & 47th St",2016
330,"MLK Jr Dr & 56th St",2016
336,"MLK Jr Dr & 63rd St",2016
47,"MLK Jr Dr & 83rd St",2016
1390,"MLK Jr Dr & Pershing Rd",2016
2378,"Monticello Ave & Irving Park Rd",2016
30366,"Montrose Harbor",2016
8308,"Morgan Ave & 14th Pl",2016
7535,"Morgan St & 18th St",2016
4587,"Morgan St & 31st St",2016
28767,"Morgan St & Lake St",2016
58,"Morgan St & Pershing Rd",2016
19820,"Morgan St & Polk St",2016
8170,"Museum of Science and Industry",2016
51739,"New St & Illinois St",2016
16502,"Noble St & Milwaukee Ave",2016
29,"Normal Ave & 72nd St",2016
2458,"Normal Ave & Archer Ave",2016
971,"Oak Park Ave & Harrison St",2016
1675,"Oak Park Ave & South Blvd",2016
3632,"Oakley Ave & Irving Park Rd",2016
444,"Oakley Ave & Touhy Ave",2016
16226,"Ogden Ave & Chicago Ave",2016
5421,"Ogden Ave & Congress Pkwy",2016
12899,"Ogden Ave & Race Ave",2016
3709,"Ogden Ave & Roosevelt Rd",2016
985,"Orleans St & Chestnut St NEXT Apts",2016
8597,"Orleans St & Elm St",2016
35397,"Orleans St & Merchandise Mart Plaza",2016
13942,"Paulina Ave & North Ave",2016
6585,"Paulina St & 18th St",2016
11429,"Paulina St & Flournoy St",2016
1705,"Paulina St & Howard St",2016
4793,"Paulina St & Montrose Ave",2016
28913,"Peoria St & Jackson Blvd",2016
151,"Perry Ave & 69th St",2016
52,"Phillips Ave & 79th St",2016
10,"Phillips Ave & 83rd St",2016
23884,"Pine Grove Ave & Irving Park Rd",2016
20593,"Pine Grove Ave & Waveland Ave",2016
812,"Prairie Ave & 43rd St",2016
3117,"Prairie Ave & Garfield Blvd",2016
383,"Princeton Ave & 47th St",2016
523,"Princeton Ave & Garfield Blvd",2016
221,"Pulaski Rd & Congress Pkwy",2016
724,"Pulaski Rd & Eddy St Temp",2016
167,"Pulaski Rd & Lake St",2016
1531,"Racine Ave & 13th St",2016
4398,"Racine Ave & 15th St",2016
7958,"Racine Ave & 18th St",2016
1246,"Racine Ave & 35th St",2016
2,"Racine Ave & 61st St",2016
16,"Racine Ave & 65th St",2016
15911,"Racine Ave & Belmont Ave",2016
8461,"Racine Ave & Congress Pkwy",2016
14951,"Racine Ave & Fullerton Ave",2016
47,"Racine Ave & Garfield Blvd",2016
13901,"Racine Ave & Randolph St",2016
10721,"Racine Ave & Wrightwood Ave",2016
184,"Rainbow Beach",2016
6557,"Ravenswood Ave & Berteau Ave",2016
10473,"Ravenswood Ave & Irving Park Rd",2016
26271,"Ravenswood Ave & Lawrence Ave",2016
3863,"Rhodes Ave & 32nd St",2016
5168,"Richmond St & Diversey Ave",2016
395,"Ridge Blvd & Howard St",2016
979,"Ridge Blvd & Touhy Ave",2016
918,"Ridgeland Ave & Lake St",2016
14681,"Ritchie Ct & Banks St",2016
5440,"Rockwell St & Eastwood Ave",2016
21003,"Rush St & Cedar St",2016
25274,"Rush St & Hubbard St",2016
23278,"Rush St & Superior St",2016
446,"Sacramento Blvd & Franklin Blvd",2016
221,"Saginaw Ave & Exchange Ave",2016
17642,"Sangamon St & Washington Blvd",2016
2250,"Sawyer Ave & Irving Park Rd",2016
20085,"Sedgwick St & Huron St",2016
21786,"Sedgwick St & North Ave",2016
4790,"Sedgwick St & Schiller St",2016
23436,"Sedgwick St & Webster Ave",2016
13,"Seeley Ave & Garfield Blvd",2016
7892,"Seeley Ave & Roscoe St",2016
55538,"Shedd Aquarium",2016
31860,"Sheffield Ave & Fullerton Ave",2016
20400,"Sheffield Ave & Kingsbury St",2016
33437,"Sheffield Ave & Waveland Ave",2016
21828,"Sheffield Ave & Webster Ave",2016
26021,"Sheffield Ave & Wellington Ave",2016
17648,"Sheffield Ave & Willow St",2016
17380,"Sheffield Ave & Wrightwood Ave",2016
11735,"Sheridan Rd & Buena Ave",2016
3860,"Sheridan Rd & Greenleaf Ave",2016
29404,"Sheridan Rd & Irving Park Rd",2016
5278,"Sheridan Rd & Lawrence Ave",2016
7664,"Sheridan Rd & Loyola Ave",2016
17572,"Sheridan Rd & Montrose Ave",2016
2996,"Sheridan Rd & Noyes St NU",2016
2501,"Shields Ave & 28th Pl",2016
3438,"Shields Ave & 31st St",2016
147,"Shields Ave & 43rd St",2016
13560,"Shore Dr & 55th St",2016
15,"South Chicago Ave & 83rd St",2016
1579,"South Shore Dr & 67th St",2016
1315,"South Shore Dr & 71st St",2016
801,"South Shore Dr & 74th St",2016
11684,"Southport Ave & Belmont Ave",2016
5276,"Southport Ave & Clark St",2016
13932,"Southport Ave & Clybourn Ave",2016
11580,"Southport Ave & Irving Park Rd",2016
24362,"Southport Ave & Roscoe St",2016
20850,"Southport Ave & Waveland Ave",2016
23385,"Southport Ave & Wellington Ave",2016
15321,"Southport Ave & Wrightwood Ave",2016
5439,"Spaulding Ave & Armitage Ave",2016
2093,"Spaulding Ave & Division St",2016
45198,"St. Clair St & Erie St",2016
1947,"St. Louis Ave & Balmoral Ave",2016
4723,"St. Louis Ave & Fullerton Ave",2016
6465,"State St & 19th St",2016
1325,"State St & 29th St",2016
9584,"State St & 33rd St",2016
4581,"State St & 35th St",2016
101,"State St & 76th St",2016
193,"State St & 79th St",2016
16454,"State St & Harrison St",2016
38125,"State St & Kinzie St",2016
21998,"State St & Pearson St",2016
154,"State St & Pershing Rd",2016
33008,"State St & Randolph St",2016
27509,"State St & Van Buren St",2016
4777,"Stave St & Armitage Ave",2016
24024,"Stetson Ave & South Water St",2016
18310,"Stockton Dr & Wrightwood Ave",2016
874,"Stony Island Ave & 64th St",2016
761,"Stony Island Ave & 67th St",2016
639,"Stony Island Ave & 71st St",2016
322,"Stony Island Ave & 75th St",2016
83,"Stony Island Ave & 82nd St",2016
87,"Stony Island Ave & South Chicago Ave",2016
189517,"Streeter Dr & Grand Ave",2016
4039,"Talman Ave & Addison St",2016
99198,"Theater on the Lake",2016
51,"Throop St & 52nd St",2016
12708,"Throop St & Taylor St",2016
4475,"Troy St & Elston Ave",2016
4805,"Troy St & North Ave",2016
239,"Union Ave & Root St",2016
16109,"University Ave & 57th St",2016
2624,"University Library NU",2016
387,"Valli Produce - Evanston Plaza",2016
21,"Vernon Ave & 75th St",2016
63,"Vernon Ave & 79th St",2016
18056,"Wabash Ave & 16th St",2016
18,"Wabash Ave & 83rd St",2016
65,"Wabash Ave & 87th St",2016
25611,"Wabash Ave & 9th St",2016
23265,"Wabash Ave & Adams St",2016
5349,"Wabash Ave & Cermak Rd",2016
47807,"Wabash Ave & Grand Ave",2016
44531,"Wabash Ave & Roosevelt Rd",2016
26714,"Wabash Ave & Wacker Pl",2016
28079,"Wacker Dr & Washington St",2016
2957,"Wallace St & 35th St",2016
1002,"Warren Park East",2016
1119,"Warren Park West",2016
2963,"Washtenaw Ave & Lawrence Ave",2016
1501,"Washtenaw Ave & Ogden Ave",2016
2326,"Wells St & 19th St",2016
44335,"Wells St & Concord Ln",2016
23743,"Wells St & Elm St",2016
26876,"Wells St & Evergreen Ave",2016
31078,"Wells St & Hubbard St",2016
27181,"Wells St & Huron St",2016
16678,"Wells St & Polk St",2016
15560,"Wells St & Walton St",2016
2962,"Wentworth Ave & 24th St Temp",2016
4230,"Wentworth Ave & 33rd St",2016
1359,"Wentworth Ave & 35th St",2016
200,"Wentworth Ave & 63rd St",2016
11407,"Wentworth Ave & Cermak Rd",2016
388,"Western & 28th - Velasquez Institute Vaccination Site",2016
2302,"Western Ave & 21st St",2016
904,"Western Ave & 24th St",2016
3292,"Western Ave & Congress Pkwy",2016
10044,"Western Ave & Division St",2016
1396,"Western Ave & Granville Ave",2016
386,"Western Ave & Howard St",2016
10959,"Western Ave & Leland Ave",2016
1827,"Western Ave & Lunt Ave",2016
2000,"Western Ave & Monroe St",2016
6122,"Western Ave & Roscoe St",2016
10199,"Western Ave & Walton St",2016
14983,"Western Ave & Winnebago Ave",2016
289,"Western Blvd & 48th Pl",2016
37864,"Wilton Ave & Belmont Ave",2016
25686,"Wilton Ave & Diversey Pkwy",2016
4360,"Winchester Ave & Elston Ave",2016
4168,"Winchester Ravenswood Ave & Balmoral Ave",2016
8962,"Winthrop Ave & Lawrence Ave",2016
1374,"Wisconsin Ave & Madison St",2016
397,"Wolcott Ave & Fargo Ave",2016
16308,"Wolcott Ave & Polk St",2016
9013,"Wolcott Ravenswood Ave & Montrose Ave",2016
541,"Wood St & 35th St",2016
8856,"Wood St & Hubbard St",2016
23088,"Wood St & Milwaukee Ave",2016
11079,"Wood St & Taylor St Temp",2016
6173,"Woodlawn Ave & 55th St",2016
19,"Woodlawn Ave & 75th St",2016
1879,"Woodlawn Ave & Lake Park Ave",2016
169,"Yates Blvd & 75th St",2016
1101,"2112 W Peterson Ave",2017
2073,"63rd St Beach",2017
12032,"900 W Harrison St",2017
19704,"Aberdeen St & Jackson Blvd",2017
21167,"Aberdeen St & Monroe St",2017
16318,"Ada St & Washington Blvd",2017
46427,"Adler Planetarium",2017
308,"Albany Ave & 26th St",2017
9127,"Albany Ave & Bloomingdale Ave",2017
2315,"Albany Ave & Montrose Ave",2017
9014,"Artesian Ave & Hubbard St",2017
4511,"Ashland Ave & 13th St",2017
106,"Ashland Ave & 50th St",2017
116,"Ashland Ave & 63rd St",2017
8,"Ashland Ave & 66th St",2017
882,"Ashland Ave & Archer Ave",2017
11181,"Ashland Ave & Augusta Blvd",2017
5741,"Ashland Ave & Belle Plaine Ave",2017
12656,"Ashland Ave & Blackhawk St",2017
14698,"Ashland Ave & Chicago Ave",2017
30729,"Ashland Ave & Division St",2017
19,"Ashland Ave & Garfield Blvd",2017
8811,"Ashland Ave & Grace St",2017
8503,"Ashland Ave & Grand Ave",2017
8896,"Ashland Ave & Lake St",2017
551,"Ashland Ave & McDowell Ave",2017
401,"Ashland Ave & Pershing Rd",2017
7445,"Ashland Ave & Wellington Ave",2017
8306,"Ashland Ave & Wrightwood Ave",2017
389,"Austin Blvd & Chicago Ave",2017
550,"Austin Blvd & Lake St",2017
115,"Austin Blvd & Madison St",2017
1878,"Avers Ave & Belmont Ave",2017
2766,"Avondale Ave & Irving Park Rd",2017
136,"Bennett Ave & 79th St",2017
10531,"Benson Ave & Church St",2017
27436,"Bissell St & Armitage Ave",2017
5207,"Blackstone Ave & Hyde Park Blvd",2017
10338,"Blue Island Ave & 18th St",2017
1790,"Bosworth Ave & Howard St",2017
8262,"Broadway & Argyle St",2017
33771,"Broadway & Barry Ave",2017
22956,"Broadway & Belmont Ave",2017
11903,"Broadway & Berwyn Ave",2017
21250,"Broadway & Cornelia Ave",2017
8715,"Broadway & Granville Ave",2017
8184,"Broadway & Ridge Ave",2017
12570,"Broadway & Sheridan Rd",2017
7978,"Broadway & Thorndale Ave",2017
17091,"Broadway & Waveland Ave",2017
8981,"Broadway & Wilson - Truman College Vaccination Site",2017
29852,"Buckingham Fountain",2017
1264,"Budlong Woods Library",2017
19906,"Burling St & Diversey Pkwy",2017
45650,"Burnham Harbor",2017
1462,"California Ave & 21st St",2017
1225,"California Ave & 23rd Pl",2017
438,"California Ave & 26th St",2017
5310,"California Ave & Altgeld St",2017
2450,"California Ave & Byron St",2017
4379,"California Ave & Cortez St",2017
4698,"California Ave & Division St",2017
3568,"California Ave & Fletcher St",2017
6681,"California Ave & Francis Pl Temp",2017
1575,"California Ave & Lake St",2017
19953,"California Ave & Milwaukee Ave",2017
2439,"California Ave & Montrose Ave",2017
6037,"California Ave & North Ave",2017
17593,"Calumet Ave & 18th St",2017
7393,"Calumet Ave & 21st St",2017
10041,"Calumet Ave & 33rd St",2017
3094,"Calumet Ave & 35th St",2017
813,"Calumet Ave & 51st St",2017
51,"Calumet Ave & 71st St",2017
6874,"Campbell Ave & Fullerton Ave",2017
4780,"Campbell Ave & Montrose Ave",2017
6749,"Campbell Ave & North Ave",2017
103510,"Canal St & Adams St",2017
6925,"Canal St & Harrison St",2017
14227,"Canal St & Jackson Blvd",2017
64861,"Canal St & Madison St",2017
29149,"Canal St & Monroe St",2017
13846,"Canal St & Taylor St",2017
17179,"Cannon Dr & Fullerton Ave",2017
10930,"Carpenter St & Huron St",2017
123,"Central Ave & Chicago Ave",2017
184,"Central Ave & Harrison St",2017
170,"Central Ave & Lake St",2017
198,"Central Ave & Madison St",2017
100,"Central Park Ave & 24th St",2017
2066,"Central Park Ave & Elbridge Ave",2017
2148,"Central Park Ave & North Ave",2017
345,"Central Park Ave & Ogden Ave",2017
253,"Central Park Blvd & 5th Ave",2017
2086,"Central St & Girard Ave",2017
2156,"Central St Metra",2017
5409,"Chicago Ave & Sheridan Rd",2017
6074,"Chicago Ave & Washington St",2017
2564,"Christiana Ave & Lawrence Ave",2017
23,"Cicero Ave & Flournoy St",2017
124,"Cicero Ave & Lake St",2017
78,"Cicero Ave & Quincy St",2017
24260,"Cityfront Plaza Dr & Pioneer Ct",2017
6255,"Claremont Ave & Hirsch St",2017
15956,"Clarendon Ave & Gordon Ter",2017
11375,"Clarendon Ave & Junior Ter",2017
7902,"Clarendon Ave & Leland Ave",2017
9625,"Clark St & 9th St AMLI",2017
48188,"Clark St & Armitage Ave",2017
13898,"Clark St & Berwyn Ave",2017
8710,"Clark St & Bryn Mawr Ave",2017
21976,"Clark St & Chicago Ave",2017
3542,"Clark St & Columbia Ave",2017
29517,"Clark St & Drummond Pl",2017
47132,"Clark St & Elm St",2017
4739,"Clark St & Elmdale Ave",2017
13047,"Clark St & Grace St",2017
22657,"Clark St & Ida B Wells Dr",2017
1802,"Clark St & Jarvis Ave",2017
32643,"Clark St & Lake St",2017
8348,"Clark St & Leland Ave",2017
41805,"Clark St & Lincoln Ave",2017
6090,"Clark St & Lunt Ave",2017
8753,"Clark St & Montrose Ave",2017
23733,"Clark St & North Ave",2017
33314,"Clark St & Randolph St",2017
25607,"Clark St & Schiller St",2017
3213,"Clark St & Schreiber Ave",2017
922,"Clark St & Touhy Ave",2017
23913,"Clark St & Wellington Ave",2017
12779,"Clark St & Winnemac Ave",2017
31994,"Clark St & Wrightwood Ave",2017
16993,"Clifton Ave & Armitage Ave",2017
6589,"Clinton St & 18th St",2017
27781,"Clinton St & Jackson Blvd",2017
45673,"Clinton St & Lake St",2017
94796,"Clinton St & Madison St",2017
4998,"Clinton St & Polk St",2017
15108,"Clinton St & Roosevelt Rd",2017
15574,"Clinton St & Tilden St",2017
96626,"Clinton St & Washington Blvd",2017
13013,"Clybourn Ave & Division St",2017
60164,"Columbus Dr & Randolph St",2017
20,"Commercial Ave & 83rd St",2017
1319,"Conservatory Dr & Lake St",2017
10285,"Cornell Ave & Hyde Park Blvd",2017
986,"Cottage Grove Ave & 43rd St",2017
2017,"Cottage Grove Ave & 47th St",2017
1347,"Cottage Grove Ave & 51st St",2017
1234,"Cottage Grove Ave & 63rd St",2017
379,"Cottage Grove Ave & 67th St",2017
197,"Cottage Grove Ave & 71st St",2017
328,"Cottage Grove Ave & 78th St",2017
216,"Cottage Grove Ave & 83rd St",2017
2903,"Cottage Grove Ave & Oakwood Blvd",2017
765,"Cuyler Ave & Augusta St",2017
62328,"Daley Center Plaza",2017
150,"Damen Ave & 51st St",2017
66,"Damen Ave & 59th St",2017
54,"Damen Ave & 74th St",2017
7927,"Damen Ave & Charleston St",2017
20040,"Damen Ave & Chicago Ave",2017
6738,"Damen Ave & Clybourn Ave",2017
19147,"Damen Ave & Cortland St",2017
858,"Damen Ave & Coulter St",2017
3304,"Damen Ave & Cullerton St",2017
21388,"Damen Ave & Division St",2017
7331,"Damen Ave & Foster Ave",2017
10934,"Damen Ave & Grand Ave",2017
9416,"Damen Ave & Leland Ave",2017
4832,"Damen Ave & Madison St",2017
5900,"Damen Ave & Melrose Ave",2017
347,"Damen Ave & Pershing Rd",2017
38553,"Damen Ave & Pierce Ave",2017
5246,"Damen Ave & Sunnyside Ave",2017
15262,"Damen Ave & Thomas St Augusta Blvd",2017
7061,"Damen Ave & Wellington Ave",2017
22900,"Dayton St & North Ave",2017
37203,"Dearborn Pkwy & Delaware Pl",2017
29674,"Dearborn St & Adams St",2017
52945,"Dearborn St & Erie St",2017
40577,"Dearborn St & Monroe St",2017
3514,"Dearborn St & Van Buren St",2017
54,"Delano Ct & Roosevelt Rd",2017
18716,"Desplaines St & Jackson Blvd",2017
37347,"Desplaines St & Kinzie St",2017
20209,"Desplaines St & Randolph St",2017
1797,"Dodge Ave & Church St",2017
1401,"Dodge Ave & Main St",2017
1449,"Dorchester Ave & 49th St",2017
892,"Dorchester Ave & 63rd St",2017
2831,"Drake Ave & Addison St",2017
2957,"Drake Ave & Montrose Ave",2017
44976,"Dusable Harbor",2017
34358,"DuSable Lake Shore Dr & Belmont Ave",2017
24612,"DuSable Lake Shore Dr & Diversey Pkwy",2017
103495,"DuSable Lake Shore Dr & Monroe St",2017
100857,"DuSable Lake Shore Dr & North Blvd",2017
28369,"DuSable Lake Shore Dr & Wellington Ave",2017
1898,"DuSable Museum",2017
441,"East Ave & Garfield St",2017
518,"East Ave & Madison St",2017
4636,"Eastlake Ter & Rogers Ave",2017
294,"Eberhart Ave & 61st St",2017
12573,"Eckhart Park",2017
14416,"Elizabeth May St & Fulton St",2017
182,"Elizabeth St & 47th St",2017
7178,"Ellis Ave & 53rd St",2017
11061,"Ellis Ave & 55th St",2017
10242,"Ellis Ave & 58th St",2017
10120,"Ellis Ave & 60th St",2017
48,"Ellis Ave & 83rd St",2017
1290,"Elmwood Ave & Austin St",2017
34905,"Elston Ave & Cortland St",2017
7861,"Elston Ave & Wabansia Ave",2017
2923,"Emerald Ave & 28th St",2017
6072,"Emerald Ave & 31st St",2017
702,"Evans Ave & 75th St",2017
486,"Exchange Ave & 79th St",2017
42146,"Fairbanks Ct & Grand Ave",2017
1018,"Fairfield Ave & Roosevelt Rd",2017
26089,"Federal St & Polk St",2017
20623,"Field Blvd & South Water St",2017
25256,"Field Museum",2017
24338,"Financial Pl & Ida B Wells Dr",2017
1313,"Forest Ave & Chicago Ave",2017
1080,"Forest Ave & Lake St",2017
21313,"Fort Dearborn Dr & 31st St",2017
3550,"Francisco Ave & Foster Ave",2017
26349,"Franklin St & Adams St Temp",2017
29554,"Franklin St & Chicago Ave",2017
43349,"Franklin St & Jackson Blvd",2017
27509,"Franklin St & Lake St",2017
63811,"Franklin St & Monroe St",2017
7887,"Glenwood Ave & Morse Ave",2017
1440,"Glenwood Ave & Touhy Ave",2017
31979,"Green St & Madison St",2017
29409,"Green St & Randolph St",2017
7439,"Greenview Ave & Diversey Pkwy",2017
11667,"Greenview Ave & Fullerton Ave",2017
4979,"Greenview Ave & Jarvis Ave",2017
2536,"Greenwood Ave & 47th St",2017
197,"Greenwood Ave & 79th St",2017
6035,"Halsted St & 18th St",2017
2890,"Halsted St & 21st St",2017
3741,"Halsted St & 35th St",2017
1083,"Halsted St & 37th St",2017
630,"Halsted St & 47th Pl",2017
62,"Halsted St & 51st St",2017
295,"Halsted St & 56th St",2017
54,"Halsted St & 59th St",2017
453,"Halsted St & 63rd St",2017
144,"Halsted St & 69th St",2017
3809,"Halsted St & Archer Ave",2017
25845,"Halsted St & Clybourn Ave",2017
17225,"Halsted St & Dickens Ave",2017
14947,"Halsted St & Maxwell St",2017
5033,"Halsted St & North Branch St",2017
20291,"Halsted St & Polk St",2017
9739,"Halsted St & Roosevelt Rd",2017
21878,"Halsted St & Roscoe St",2017
12789,"Halsted St & Willow St",2017
20662,"Halsted St & Wrightwood Ave",2017
3668,"Harper Ave & 59th St",2017
12297,"Hermitage Ave & Polk St",2017
14738,"Honore St & Division St",2017
309,"Hoyne Ave & 47th St",2017
9462,"Humboldt Blvd & Armitage Ave",2017
206,"Humphrey Ave & Ontario St",2017
5454,"Indiana Ave & 26th St",2017
8818,"Indiana Ave & 31st St",2017
731,"Indiana Ave & 40th St",2017
