"id","name"
"456","2112 W Peterson Ave"
"101","63rd St Beach"
"109","900 W Harrison St"
"21","Aberdeen St & Jackson Blvd"
"80","Aberdeen St & Monroe St"
"621","Aberdeen St & Randolph St"
"727","Ada St & 113th St"
"346","Ada St & Washington Blvd"
"341","Adler Planetarium"
"444","Albany Ave & 26th St"
"511","Albany Ave & Bloomingdale Ave"
"480","Albany Ave & Montrose Ave"
"739","Altgeld Gardens"
"645","Archer (Damen) Ave & 37th St"
"376","Artesian Ave & Hubbard St"
"275","Ashland Ave & 13th St"
"555","Ashland Ave & 50th St"
"563","Ashland Ave & 63rd St"
"565","Ashland Ave & 66th St"
"679","Ashland Ave & 74th St"
"683","Ashland Ave & 78th St"
"368","Ashland Ave & Archer Ave"
"30","Ashland Ave & Augusta Blvd"
"246","Ashland Ave & Belle Plaine Ave"
"333","Ashland Ave & Blackhawk St"
"350","Ashland Ave & Chicago Ave"
"210","Ashland Ave & Division St"
"558","Ashland Ave & Garfield Blvd"
"347","Ashland Ave & Grace St"
"277","Ashland Ave & Grand Ave"
"119","Ashland Ave & Lake St"
"552","Ashland Ave & McDowell Ave"
"547","Ashland Ave & Pershing Rd"
"250","Ashland Ave & Wellington Ave"
"166","Ashland Ave & Wrightwood Ave"
"524","Austin Blvd & Chicago Ave"
"532","Austin Blvd & Lake St"
"544","Austin Blvd & Madison St"
"20220","Avenue L & 114th St"
"719","Avenue O & 118th St"
"704","Avenue O & 134th St"
"496","Avers Ave & Belmont Ave"
"483","Avondale Ave & Irving Park Rd"
"693","Baltimore Ave & 87th St"
"578","Bennett Ave & 79th St"
"640","Bernard St & Elston Ave"
"717","Big Marsh Park"
"113","Bissell St & Armitage Ave"
"121","Blackstone Ave & Hyde Park Blvd"
"129","Blue Island Ave & 18th St"
"522","Bosworth Ave & Howard St"
"731","Bradley Park"
"295","Broadway & Argyle St"
"300","Broadway & Barry Ave"
"296","Broadway & Belmont Ave"
"294","Broadway & Berwyn Ave"
"303","Broadway & Cornelia Ave"
"454","Broadway & Granville Ave"
"461","Broadway & Ridge Ave"
"256","Broadway & Sheridan Rd"
"458","Broadway & Thorndale Ave"
"304","Broadway & Waveland Ave"
"293","Broadway & Wilson Ave"
"293","Broadway & Wilson Ave"
"2","Buckingham Fountain"
"468","Budlong Woods Library"
"332","Burling St & Diversey Pkwy"
"710","Burnham Greenway & 105th St"
"4","Burnham Harbor"
"348","California Ave & 21st St"
"442","California Ave & 23rd Pl"
"445","California Ave & 26th St"
"502","California Ave & Altgeld St"
"487","California Ave & Byron St"
"622","California Ave & Cortez St"
"216","California Ave & Division St"
"498","California Ave & Fletcher St"
"259","California Ave & Francis Pl (Temp)"
"378","California Ave & Lake St"
"123","California Ave & Milwaukee Ave"
"481","California Ave & Montrose Ave"
"276","California Ave & North Ave"
"338","Calumet Ave & 18th St"
"370","Calumet Ave & 21st St"
"149","Calumet Ave & 33rd St"
"335","Calumet Ave & 35th St"
"415","Calumet Ave & 51st St"
"393","Calumet Ave & 71st St"
"738","Calumet Park"
"504","Campbell Ave & Fullerton Ave"
"482","Campbell Ave & Montrose Ave"
"160","Campbell Ave & North Ave"
"192","Canal St & Adams St"
"169","Canal St & Harrison St"
"75","Canal St & Jackson Blvd"
"174","Canal St & Madison St"
"191","Canal St & Monroe St"
"414","Canal St & Taylor St"
"34","Cannon Dr & Fullerton Ave"
"648","Carpenter St & 63rd St"
"92","Carpenter St & Huron St"
"550","Central Ave & Chicago Ave"
"541","Central Ave & Harrison St"
"531","Central Ave & Lake St"
"542","Central Ave & Madison St"
"440","Central Park Ave & 24th St"
"641","Central Park Ave & Bloomingdale Ave"
NULL,"Central Park Ave & Douglas Blvd"
"500","Central Park Ave & Elbridge Ave"
"508","Central Park Ave & North Ave"
"438","Central Park Ave & Ogden Ave"
"533","Central Park Blvd & 5th Ave"
"602","Central St & Girard Ave"
"601","Central St Metra"
"666","Cherry Ave & Blackhawk St"
"603","Chicago Ave & Sheridan Rd"
"597","Chicago Ave & Washington St"
"737","Chicago State University"
"474","Christiana Ave & Lawrence Ave"
"538","Cicero Ave & Flournoy St"
"529","Cicero Ave & Lake St"
"539","Cicero Ave & Quincy St"
"196","Cityfront Plaza Dr & Pioneer Ct"
"159","Claremont Ave & Hirsch St"
"312","Clarendon Ave & Gordon Ter"
"245","Clarendon Ave & Junior Ter"
"251","Clarendon Ave & Leland Ave"
"394","Clark St & 9th St (AMLI)"
"94","Clark St & Armitage Ave"
